Incident Type,Location,Summary,Timestamp,Price Category,Latitude,Longitude
Petty Theft ‐ Micro Mobility Device,Otterson Hall,"Secured electric scooter stolen from bike rack, loss $400.00",2023-11-20 23:00:00,Expensive,32.8865929,-117.2411101
Petty Theft of Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen, loss $300.00",2023-11-21 13:05:00,Expensive,32.8805918,-117.2344208
Petty Theft,Africa Hall,"Secured bicycle stolen, loss $100.00",2023-11-18 23:59:00,Medium,32.886143,-117.2434803
Petty Theft ‐ Micro Mobility Device,Conrad Preby's Music Center,"Secured electric scooter stolen, loss $400.00",2023-11-22 11:50:00,Expensive,32.8778953,-117.2347713
Petty Theft ‐ Bicycle,Harlan Hall,"Secured bicycle stolen, loss $300.00",2023-11-25 20:05:00,Expensive,32.8848017,-117.2323582
Petty Theft,Bates Hall,Report of bike theft by two unknown subjects,2023-11-25 15:12:00,Low,32.8839542,-117.23213
Petty Theft ‐ Micor Mobility Device,Main Gymnasium,"Secured electric scooter stolen from bike rack, loss $400.00",2023-11-26 22:50:00,Expensive,32.8771494,-117.2412479
Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen from bike rack, loss $490.00",2023-11-27 12:00:00,Expensive,32.8805918,-117.2344208
Petty Theft ‐ Micro Mobility Device,"Seventh College West, Bldg 1","Secured electric scooter stolen from outside building, loss $400.00",2023-11-27 16:20:00,Expensive,,
Petty Theft,Blake Hall,"Secured bicycle stolen, loss $700.00",2023-11-28 07:40:00,Expensive,32.8749765,-117.2417333
Grand Theft ‐ Micro Mobility Device,Galathea Hall Bike Rack,"Secured electric bicycle stolen, loss $3,600.00",2023-11-28 22:30:00,Expensive,32.8799072,-117.2391616
Petty Theft,Tenaya Hall,"Scooter, cut lock, no suspect information",2023-11-29 11:43:00,Low,32.8794203,-117.2428555
Petty Theft ‐ Micro Mobility Device,McGill Hall,"Secured electric scooter stolen from bike rack, loss $540.00",2023-11-29 15:25:00,Expensive,32.8790201,-117.2420577
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric scooter stolen from bike rack, loss $900.00",2023-11-11 19:45:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro mobility Device,York Hall,"Secured Electric Scooter stolen, Loss $400.00",2023-11-30 09:45:00,Expensive,32.8745478,-117.2400077
Petty Theft ‐ Micro mobility Device,York Hall,"Secured electric scooter and cable lock stolen, loss $420.00",2023-11-30 09:20:00,Expensive,32.8745478,-117.2400077
Petty Theft ‐ Micro mobility Device,Seventh College West #1,"Secured electric scooter stolen, Loss $500.00",2023-11-29 18:00:00,Expensive,,
Petty Theft ‐ Micro mobility Device,Tapestry,"Secured electric scooter stolen, Loss $625.00",2023-11-30 21:40:00,Expensive,,
Petty Theft ‐ Micro mobility Device,Keeling Apartments Gym,"Secured electric scooter stolen, loss $500.00",2023-11-30 18:00:00,Expensive,32.8737556,-117.2433215
Petty Theft,Avery Wong Library,"Secured electric scooter stolen, loss $500.00",2023-11-30 19:30:00,Expensive,32.8752695,-117.2369405
Petty Theft ‐ Bicycle,Tapestry,"Secured electric scooter stolen, loss $500.00",2023-11-30 21:40:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Fan ‐ Fan ‐ RW Academic Building,"Secured electric scooter stolen from bike rack, loss $760.00",2023-12-01 12:30:00,Expensive,32.8800633,-117.2409288
Grand Theft ‐ Micro Mobility Device,Showa Ramen ‐ RW Academic Buildong,"Secured electric scooter stolen, loss $2000.00",2023-12-01 11:50:00,Expensive,32.8809105,-117.2408997
Petty Theft ‐ Micro Mobility Device,Franklin Antonio Hall,"Bird Rides electric scooter stolen, loss $800.00",2023-09-14 21:48:00,Expensive,32.8835013,-117.2349145
Petty Theft ‐ Micro Mobility Device,Price Center West ‐ Target,"Secured electric scooter stolen, loss $200.00",2023-12-01 14:45:00,Expensive,32.8794123,-117.2368497
Petty Theft ‐ Micro Mobility Device,Russell Lane,"Bird Rides electric scooter stolen, loss $800.00",2023-09-11 06:00:00,Expensive,32.8784479,-117.2343121
Grand Theft,The Market at Seventh College,"Secured bicycle stolen from bike rack, loss $1,300.00",2023-12-02 15:00:00,Low,32.8879708,-117.2421264
Petty Theft,Structural & Material Engineering Bldg,"Secured bicycle stolen from bike rack, loss $300.00",2023-12-03 15:00:00,Expensive,32.8800218,-117.2329402
Petty Theft - Micro Mobility Device,Sally T. Wongavery Library,"Secured electric scooter stolen from bike rack, loss $450.00",2023-12-03 20:00:00,Expensive,32.8752695,-117.2369405
Grand Theft - Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen from bike rack, loss $1,500.00",2023-12-03 21:30:00,Low,32.881092,-117.2375659
Petty Theft,Structural & Material Engineering Bldg,"Secured bicycle stolen from bike rack, loss $300.00",2023-12-03 15:00:00,Expensive,32.8800218,-117.2329402
Petty Theft ‐ Micro Mobility Device,Sally T. Wongavery Library,"Secured electric scooter stolen from bike rack, loss $450.00",2023-12-03 20:00:00,Expensive,32.8752695,-117.2369405
Grand Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen from bike rack, loss $1,500.00",2023-12-03 21:30:00,Low,32.881092,-117.2375659
Petty Theft,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $450.00",2023-12-04 19:11:00,Expensive,32.878353,-117.231842
Petty Theft,Canyonview Aquatic,"Secured bicycle stolen, loss $500.00",2023-12-04 21:30:00,Expensive,32.8806654,-117.2318784
Petty Theft ‐ Bicycle,1 Miramar St,"Secured bicycle stolen, loss $650.00",2023-12-01 21:40:00,Expensive,32.8737372,-117.2268607
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter from bike rack, loss $450.00",2023-12-04 22:00:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Center Hall,"Secured electric scooter from bike post, loss $500.00",2023-12-05 18:05:00,Expensive,32.8775468,-117.2374084
Petty Theft - Micro Mobility Device,Structural & Material Engineering Building,"Secured electric scooter stolen, loss $450.00",2023-12-06 09:45:00,Expensive,32.8800218,-117.2329402
Grand Theft - Micro Mobility Device,Price Center East,"Secured electric bicycle stolen, loss $2,000.00",2023-12-06 17:22:00,Expensive,32.8794123,-117.2368497
Petty Theft,ACTRI,"Secured bicycle stolen, loss $650.00",2023-12-05 21:45:00,Expensive,32.8789781,-117.2269864
Petty Theft,York Hall,"Secured bicycle stolen, loss $600.00",2023-12-06 00:00:00,Expensive,32.8745478,-117.2400077
Petty Theft - Micro Mobility Device,UCSD Medical Center - Hillcrest,"Victim's personal electric scooter stolen, loss amount unknown",2023-12-05 12:55:00,Low,,
Petty Theft ‐ Micro Mobility Device,Structural & Material Engineering Building,"Secured electric scooter stolen, loss $450.00",2023-12-06 09:45:00,Expensive,32.8800218,-117.2329402
Grand Theft ‐ Micro Mobility Device,Price Center East,"Secured electric bicycle stolen, loss $2,000.00",2023-12-06 17:22:00,Expensive,32.8794123,-117.2368497
Petty Theft,ACTRI,"Secured bicycle stolen, loss $650.00",2023-12-05 21:45:00,Expensive,32.8789781,-117.2269864
Petty Theft,York Hall,"Secured bicycle stolen, loss $600.00",2023-12-06 00:00:00,Expensive,32.8745478,-117.2400077
Petty Theft,UCSD Medical Center ‐ Hillcrest,Victim's personal scooter stolen,2023-12-05 12:55:00,Low,,
Petty Theft,Miramar Street,"Secured bicycle stolen, loss $150.00",2023-12-07 19:00:00,Low,32.8735076,-117.2238704
Petty Theft of Micro Mobility,Russell Ln,"Bird scooter stolen, loss $800.00",2023-09-11 07:00:00,Expensive,32.8784479,-117.2343121
Petty Theft of Micro Mobility,Russell Ln,"Bird scooter stolen, loss $800.00",2023-09-12 18:00:00,Expensive,32.8784479,-117.2343121
Petty Theft of Micro Mobility,Russell Ln,"Bird scooter stolen, loss $800.00",2023-09-14 06:00:00,Expensive,32.8784479,-117.2343121
Petty Theft,Social Science Research Building,"Secured electric scooter stolen, loss $900.00",2023-12-07 20:40:00,Expensive,32.8807041,-117.2400766
Attempted Petty Theft ‐ Micro Mobility Device,Geisel Library,Reporting party confronted subject who appeared to be trying to steal an electric bicycle,2023-12-08 17:14:00,Low,32.881092,-117.2375659
Petty Theft,Tenaya Hall,"Secured electric scooter stolen, loss $503.00",2023-12-08 17:00:00,Expensive,32.8794203,-117.2428555
Petty Theft,Geisel Library,"Secured electric scooter stolen, loss $700.00",2023-12-08 23:49:00,Expensive,32.881092,-117.2375659
Petty Theft,Artesa,"Bicycle secured to 4th floor bike racks stolen, loss $250.00",2023-12-09 12:10:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Price Center East,"Unsecured and unattended electric scooter stolen, loss $300.00",2023-12-09 15:00:00,Expensive,32.8794123,-117.2368497
Petty Theft,Challenger Hall,"Secured bicycle stolen, loss $140.00",2023-12-09 14:00:00,Low,32.8741459,-117.2423273
Grand Theft,Seventh College West #1,"Secured bicycle stolen, loss $2,040.00",2023-12-09 15:30:00,Expensive,,
Petty Theft ‐ Micro Mobility Device/ Obstruct/Resist Police Officer,Trolley ‐ Central Campus Station,Officers observed suspect cutting a cable lock securing an electric scooter,2023-12-10 14:42:00,Low,32.878353,-117.231842
Petty Theft,Tioga Hall,"Secured bicycle stolen, loss $300.00",2023-12-01 14:20:00,Expensive,32.8790439,-117.2433669
Petty Theft,Meteor Hall,"Secured bicycle stolen, loss $300.00",2023-12-10 00:40:00,Expensive,32.8738214,-117.2419498
Petty Theft ‐ Micro Mobility Device,Rady School of Management,"Secured electric scooter stolen, loss $300.00",2023-12-12 11:00:00,Expensive,32.8869643,-117.2417855
Petty Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $800.00",2023-12-13 17:00:00,Expensive,32.878353,-117.231842
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Secured electric scooter stolen, loss $500.00",2023-12-13 15:00:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,Medical Education and Telemedicine,"Secured electric scooter stolen, loss $277.00",2023-12-13 20:30:00,Expensive,32.8751762,-117.2347253
Petty Theft,Geisel Library,"Secured Electric Scooter Stolen, Loss $500",2023-12-13 15:00:00,Expensive,32.881092,-117.2375659
Grand Theft ‐ Micro Mobility Device,Humanities and Social Sciences,"Stolen electric bicycle , loss $1,200.00",2023-12-14 23:28:00,Low,,
Petty Theft,Sixth Market,"Secured bicycle stolen, loss $730.00",2023-12-16 20:15:00,Expensive,32.8800917,-117.2422501
Petty Theft ‐ Micro Mobility Device,Target,"Secured electric scooter stolen, loss $280.00",2023-12-16 21:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Copa Vida Café,"Secured electric bicycle stolen, loss $700.00",2023-12-16 20:00:00,Expensive,,
Petty Theft - Micro Mobility Device,Scholars Drive - South,"Black electric scooter taken overnight, Loss $800",2023-12-17 11:09:00,Expensive,32.875467,-117.243133
Petty Theft - Micro Mobility Device,Theatre District Drive,"Electric scooter stolen, Loss $400",2023-12-17 13:43:00,Expensive,32.8725215,-117.2405004
Petty Theft - Micro Mobility Device,Innovation Lane,"Secured Electric Scooter stolen, Loss $300",2023-12-17 18:30:00,Expensive,32.8792475,-117.2316562
Petty Theft ‐ Micro Mobility Device,Scholars Drive ‐ South,"Black electric scooter taken overnight, Loss $800",2023-12-17 11:09:00,Expensive,32.875467,-117.243133
Petty Theft ‐ Micro Mobility Device,Theatre District Drive,"Electric scooter stolen, Loss $400",2023-12-17 13:43:00,Expensive,32.8725215,-117.2405004
Petty Theft ‐ Micro Mobility Device,Innovation Lane,"Secured Electric Scooter stolen, Loss $300",2023-12-17 18:30:00,Expensive,32.8792475,-117.2316562
Petty Theft,Gilman Dr,"Secured bicycle stolen, loss $1,000.00",2023-12-18 16:15:00,Medium,32.8648237,-117.2364128
Grand Theft of Micro Mobility Device,One Miramar Street,"Secured electric bicycle stolen, loss $1,330.00",2023-12-20 11:11:00,Low,32.8737372,-117.2268607
Petty Theft,Pharmacy Lane,Unknown subject took reporting party's locked bike from bike rack,2023-12-21 09:30:00,Low,32.8736141,-117.23601
Petty Theft ‐ Micro Mobility Device,Giesel Library,"Secured Electric Scooter stolen, Loss $263",2023-12-21 13:35:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,Viento,"Bird Rides electric scooter stolen, loss $800.00",2023-09-18 04:00:00,Expensive,,
Petty Theft,Discovery Hall,Reporting party saw adult male running away from bike rack area and found a damaged lock,2023-12-27 16:44:00,Low,32.8740494,-117.2419356
Petty Theft ‐ Micro Mobility Device,Asante Hall,"Secured electric scooter stolen, Loss $650.00",2023-12-28 15:00:00,Expensive,32.8843065,-117.2417832
Grand Theft ‐ Micro Mobility Device,Mesa Apartments South,"Secured electric bicycle stolen from bike rack, loss $1,200.00",2023-12-28 13:00:00,Low,,
Petty Theft ‐ Bicycle,Cala,"Secured bicycle stolen from bike rack, loss $100.00",2023-12-28 20:00:00,Medium,,
Petty Theft ‐ Micro Mobility,Trolley ‐ Central Campus Station,"Secured scooter stolen, loss $359.00",2024-12-30 20:30:00,Expensive,32.878353,-117.231842
Petty Theft,Piedra,"Secured bicycle stolen, loss $200.00",2024-01-03 00:00:00,Expensive,,
Petty Theft of Micro Mobility Device,Trolley ‐ Central Campus Station,"Secured electric scooter stolen, loss $400.00",2024-01-06 20:00:00,Expensive,32.878353,-117.231842
Petty Theft of Micro Mobility Device,Tioga Hall,"Secured electric scooter stolen from bike rack, loss $760.00",2024-01-06 17:00:00,Expensive,32.8790439,-117.2433669
Petty Theft of Micro Mobility Device,Africa Hall,"Unsecured electric scooter stolen from common area, loss $800.00",2024-01-06 20:00:00,Expensive,32.886143,-117.2434803
Petty Theft,Price Center,"Secured electric scooter stolen, loss $750.00",2024-01-06 19:45:00,Expensive,32.8797205,-117.2361952
Petty Theft,Trolley ‐ Central Campus Station,"Electric scooter stolen, loss $700.00",2024-01-07 17:00:00,Expensive,32.878353,-117.231842
Grand Theft of Micro Mobility Device,Price Center West ‐ Target,"Secured electric scooter stolen, loss $1,200.00",2024-01-07 20:00:00,Low,32.8794123,-117.2368497
Grand Theft ‐ Micro Mobility Device,Galathea Hall,"Secured electric bicycle stolen, Loss $1,750.00",2024-01-07 20:00:00,Expensive,32.8738934,-117.2416565
Petty Theft ‐ Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen, loss $600.00",2024-01-08 18:30:00,Expensive,32.8805918,-117.2344208
Petty Theft ‐ Micro Mobility Device,Tioga,"Secured electric scooter stolen, loss $549.00",2024-01-06 23:00:00,Expensive,,
Petty Theft,Seventh College West,"Secured bicycle stolen, loss $440",2024-12-16 17:00:00,Expensive,32.8880662,-117.2425365
Petty Theft ‐ Micro Mobility Device,Russell Lane,"Secured electric scooter stolen, loss $600.00",2024-01-09 14:00:00,Expensive,32.8784479,-117.2343121
Petty Theft ‐ Micro Mobility Device,Pepper Canyon Apartments,"Secured electric scooter stolen, loss $399.00",2024-01-09 18:00:00,Expensive,32.8775872,-117.2306142
Petty Theft,Galathea Hall,"Secured bicycle stolen, loss $300.00",2024-01-10 12:00:00,Expensive,32.8738934,-117.2416565
Petty Theft,Piedra,"Secured bicycle stolen from 5th floor bike rack area, loss $250.00",2024-01-06 00:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Price Center West ‐ Target,"Secured electric bicycle stolen, loss $900.00",2024-01-11 19:00:00,Expensive,32.8794123,-117.2368497
Petty Theft,Conrad Prebys Music Center,"Secured bicycle stolen, loss $400.00",2024-01-10 18:30:00,Expensive,32.8778953,-117.2347713
Petty Theft ‐ Micro Mobility Device,Café Ventanas,"Secured electric scooter stolen, loss $240.00",2024-01-11 21:00:00,Expensive,32.8860312,-117.242574
Petty Theft ‐ Micro Mobility Device,RIMAC,"Secured electric scooter stolen, loss $700.00",2024-01-12 13:15:00,Expensive,32.8851041,-117.2404977
Petty Theft ‐ Micro Mobility Device,Price Center West ‐ The Trove,"Secured electric scooter stolen, loss $380.00",2024-01-12 16:44:00,Expensive,32.8794123,-117.2368497
Petty Theft,Cresta & Nuevo West,"Report of male seen casing and tampering with bikes, same male spotted again riding away on a bicycle",2024-01-13 21:15:00,Low,,
Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐RW Academic Building,"secured electric bicycle stolen, loss $800.00",2024-01-13 15:00:00,Expensive,32.8800633,-117.2409288
Petty Theft,Structural and Material Engineering Building,"Secured bicycle stolen, loss $500.00",2024-01-14 23:00:00,Expensive,32.8800218,-117.2329402
Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐RW Academic Building,"Secured electric bicycle stolen, loss $800.00",2024-01-13 15:00:00,Expensive,32.8800633,-117.2409288
Petty Theft ‐ Bicycle,Matthews Apartments,"Secured bicycle stolen, loss $220.00",2024-01-16 20:00:00,Expensive,32.878646,-117.2310505
Petty Theft,Center Hall,"Secured electric scooter stolen, loss $699.00",2024-01-16 16:50:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Micro Mobility Device,Galbraith Hall,"Secured electric scooter stolen, loss $1,200.00",2024-01-18 13:00:00,Low,32.8737102,-117.2409723
Petty Theft ‐ Micro Mobility Device,Fan‐Fan‐Rw Academic Building,"Secured electric scooter stolen, loss $650.00",2024-01-18 20:00:00,Expensive,32.8800633,-117.2409288
Petty Theft,Kaleidoscope,"Secured bicycle stolen, loss $800.00",2024-01-19 15:30:00,Expensive,,
Petty Theft,Argo Hall,"Secured bicycle stolen, loss $670.00",2024-01-15 17:00:00,Expensive,32.8745162,-117.2416218
Petty Theft ‐ Micro Mobility Device,Canyon Vista,"Secured electric scooter stolen, loss $450.00",2024-01-20 22:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Canyonview Aquatic & Climbing Wall Facility,"Secured stolen electric scooter, loss $400.00",2024-01-20 20:56:00,Expensive,,
